147 BLEECKER STREET,1900
149 BLEECKER STREET,1910
151 BLEECKER STREET,1900
64 WEST 3 STREET,1982
542 LA GUARDIA PLACE,1928
70 WEST 3 STREET,1920
566 LA GUARDIA PLACE,2000
58 WASHINGTON SQUARE S,2010
209 SULLIVAN STREET,1910
223 SULLIVAN STREET,1900
225 SULLIVAN STREET,1900
227 SULLIVAN STREET,1900
229 SULLIVAN STREET,1900
231 SULLIVAN STREET,1900
235 SULLIVAN STREET,1900
90 WEST 3 STREET,1935
88 WEST 3 STREET,1900
86 WEST 3 STREET,1900
84 WEST 3 STREET,1906
82 WEST 3 STREET,1910
80 WEST 3 STREET,1910
78 WEST 3 STREET,1901
231 THOMPSON STREET,1900
221 THOMPSON STREET,1918
217 THOMPSON STREET,1920
215 THOMPSON STREET,1900
211 THOMPSON STREET,1930
155 BLEECKER STREET,1920
157 BLEECKER STREET,1901
159 BLEECKER STREET,1920
163 BLEECKER STREET,1900
165 BLEECKER STREET,1900
167 BLEECKER STREET,1900
169 BLEECKER STREET,1910
207 SULLIVAN STREET,1900
104 MAC DOUGAL STREET,1900
106 MAC DOUGAL STREET,1900
108 MAC DOUGAL STREET,1900
110 MAC DOUGAL STREET,1900
112 MAC DOUGAL STREET,1900
114 MAC DOUGAL STREET,1900
116 MAC DOUGAL STREET,1900
118 MAC DOUGAL STREET,1900
120 MAC DOUGAL STREET,1910
122 MAC DOUGAL STREET,1900
124 MAC DOUGAL STREET,1910
126 MAC DOUGAL STREET,1930
128 MAC DOUGAL STREET,1910
130 MAC DOUGAL STREET,1987
100 WEST 3 STREET,1900
230 SULLIVAN STREET,1900
224 SULLIVAN STREET,1900
220 SULLIVAN STREET,1900
214 SULLIVAN STREET,1900
212 SULLIVAN STREET,1900
210 SULLIVAN STREET,1900
208 SULLIVAN STREET,1900
171 BLEECKER STREET,1910
177 BLEECKER STREET,1900
181 BLEECKER STREET,1901
183 BLEECKER STREET,1901
185 BLEECKER STREET,1904
173 BLEECKER STREET,1900
40 WASHINGTON SQUARE S,1950
51 WASHINGTON SQUARE S,1900
55 WASHINGTON SQUARE S,1900
249 SULLIVAN STREET,1971
245 SULLIVAN STREET,2002
40 WASHINGTON SQUARE S,1950
25 MINETTA LANE,1940
14 MINETTA STREET,1899
12 MINETTA STREET,1899
290 AVENUE OF THE AMER,1941
5 MINETTA STREET,1900
9 MINETTA STREET,1920
17 MINETTA STREET,1920
5 MINETTA LANE,1900
3 MINETTA LANE,1900
1 MINETTA LANE,1899
111 MAC DOUGAL STREET,1905
109 MAC DOUGAL STREET,1901
107 MAC DOUGAL STREET,1900
105 MAC DOUGAL STREET,1900
103 MAC DOUGAL STREET,1900
101 MAC DOUGAL STREET,1900
99 MAC DOUGAL STREET,1900
97 MAC DOUGAL STREET,1900
95 MAC DOUGAL STREET,1900
197 BLEECKER STREET,1910
199 BLEECKER STREET,1932
201 BLEECKER STREET,1900
203 BLEECKER STREET,1900
205 BLEECKER STREET,1928
189 BLEECKER STREET,1900
304 AVENUE OF THE AMER,1920
136 WEST 3 STREET,1974
134 WEST 3 STREET,1952
130 WEST 3 STREET,1900
122 WEST 3 STREET,1910
120 WEST 3 STREET,1900
118 WEST 3 STREET,1900
116 WEST 3 STREET,1900
117 MAC DOUGAL STREET,1900
115 MAC DOUGAL STREET,1907
16 MINETTA LANE,1930
18 MINETTA LANE,1985
24 MINETTA LANE,1930
320 AVENUE OF THE AMER,1930
150 WEST 4 STREET,1950
148 WEST 4 STREET,1925
146 WEST 4 STREET,1900
142 WEST 4 STREET,1900
140 WEST 4 STREET,1900
136 WEST 4 STREET,1929
134 WEST 4 STREET,1900
132 WEST 4 STREET,1899
141 MAC DOUGAL STREET,1900
139 MAC DOUGAL STREET,1942
131 MAC DOUGAL STREET,1900
129 MAC DOUGAL STREET,1901
127 MAC DOUGAL STREET,1930
125 MAC DOUGAL STREET,1900
121 WEST 3 STREET,1900
123 WEST 3 STREET,1900
125 WEST 3 STREET,1919
131 WEST 3 STREET,1930
133 WEST 3 STREET,1900
135 WEST 3 STREET,1907
393 LAFAYETTE STREET,1885
403 LAFAYETTE STREET,1931
409 LAFAYETTE STREET,1891
415 LAFAYETTE STREET,1900
417 LAFAYETTE STREET,1910
419 LAFAYETTE STREET,1894
423 LAFAYETTE STREET,1900
439 LAFAYETTE STREET,1900
34 COOPER SQUARE,1930
32 COOPER SQUARE,1930
30 COOPER SQUARE,1928
16 COOPER SQUARE,1930
2 COOPER SQUARE,2009
37 EAST 4 STREET,1900
29 EAST 4 STREET,1900
27 EAST 4 STREET,1931
25 EAST 4 STREET,1900
7 EAST 7 STREET,1857
56 COOPER SQUARE,1920
443 LAFAYETTE STREET,2004
38 COOPER SQUARE,1930
708 BROADWAY,1914
710 BROADWAY,1900
712 BROADWAY,1895
716 BROADWAY,1900
718 BROADWAY,1908
722 BROADWAY,1900
724 BROADWAY,1900
726 BROADWAY,1917
732 BROADWAY,1900
734 BROADWAY,1900
736 BROADWAY,1900
738 BROADWAY,1900
740 BROADWAY,1910
434 LAFAYETTE STREET,1900
432 LAFAYETTE STREET,1900
430 LAFAYETTE STREET,1900
428 LAFAYETTE STREET,1900
416 LAFAYETTE STREET,1910
392 LAFAYETTE STREET,1930
752 BROADWAY,1909
696 BROADWAY,1906
704 BROADWAY,1895
21 ASTOR PLACE,1930
79 WASHINGTON SQUARE E,1900
82 WASHINGTON SQUARE E,1900
26 WASHINGTON PLACE,1900
18 WASHINGTON PLACE,1910
35 WEST 4 STREET,1930
14 WASHINGTON PLACE,1931
10 WASHINGTON PLACE,1900
8 WASHINGTON PLACE,1900
21 WEST 4 STREET,1920
31 WEST 4 STREET,1900
4 WASHINGTON PLACE,1904
713 BROADWAY,1971
707 BROADWAY,1910
699 BROADWAY,1910
32 WAVERLY PLACE,1900
28 WAVERLY PLACE,1900
24 WAVERLY PLACE,1906
23 WASHINGTON PLACE,1901
18 WAVERLY PLACE,1900
12 WAVERLY PLACE,1800
10 WAVERLY PLACE,1910
7 WASHINGTON PLACE,1900
15 WASHINGTON PLACE,1941
21 WASHINGTON PLACE,1900
3 WASHINGTON PLACE,1900
715 BROADWAY,1901
1 UNIVERSITY PLACE,1930
5 UNIVERSITY PLACE,1962
13 UNIVERSITY PLACE,1930
36 EAST 8 STREET,1940
25 WAVERLY PLACE,1900
303 MERCER STREET,1900
50 EAST 8 STREET,1952
11 WAVERLY PLACE,1929
15 WAVERLY PLACE,1930
300 MERCER STREET,1976
60 EAST 8 STREET,1965
        WASHINGTON SQUARE N,1930
1 WASHINGTON SQUARE N,1900
4 WASHINGTON SQUARE N,1900
5 WASHINGTON SQUARE N,1920
6 WASHINGTON SQUARE N,1900
1 1/2 5 AVENUE,1932
58 WASHINGTON MEWS,1899
60 WASHINGTON MEWS,1899
62 WASHINGTON MEWS,1899
1 5 AVENUE,1927
4 EAST 8 STREET,1930
6 EAST 8 STREET,1930
10 EAST 8 STREET,1910
12 EAST 8 STREET,1930
16 EAST 8 STREET,1930
18 EAST 8 STREET,1900
22 EAST 8 STREET,1920
2 5 AVENUE,1952
19 WASHINGTON SQUARE N,1890
20 WASHINGTON SQUARE N,1920
21 WASHINGTON SQUARE N,1900
22 WASHINGTON SQUARE N,1925
23 WASHINGTON SQUARE N,1900
24 WASHINGTON SQUARE N,1900
25 WASHINGTON SQUARE N,1900
26 WASHINGTON SQUARE N,1900
27 WASHINGTON SQUARE N,1900
30 WEST 8 STREET,1900
28 WEST 8 STREET,1900
26 WEST 8 STREET,1900
24 WEST 8 STREET,1900
20 WEST 8 STREET,1967
14 WEST 8 STREET,1900
8 WEST 8 STREET,1920
12 MAC DOUGAL ALLEY,1899
6 MAC DOUGAL ALLEY,1900
7 MAC DOUGAL ALLEY,1899
15 MAC DOUGAL ALLEY,1899
13 MAC DOUGAL ALLEY,1899
11 MAC DOUGAL ALLEY,1899
9 MAC DOUGAL ALLEY,1899
340 AVENUE OF THE AMER,1956
82 WEST WASHINGTON PLCE,1900
80 WEST WASHINGTON PLCE,1900
78 WEST WASHINGTON PLCE,1900
76 WEST WASHINGTON PLCE,1899
74 WEST WASHINGTON PLCE,1900
33 WASHINGTON SQUARE W,1930
35 WASHINGTON SQUARE W,1955
37 WASHINGTON SQUARE W,1929
141 WEST 4 STREET,1900
143 WEST 4 STREET,1900
145 WEST 4 STREET,1900
147 WEST 4 STREET,1900
149 WEST 4 STREET,1900
124 WAVERLY PLACE,1930
122 WAVERLY PLACE,1930
120 WAVERLY PLACE,1910
116 WAVERLY PLACE,1900
114 WAVERLY PLACE,1900
112 WAVERLY PLACE,1900
110 WAVERLY PLACE,1899
108 WAVERLY PLACE,1899
29 WASHINGTON SQUARE W,1927
31 WASHINGTON SQUARE W,1969
32 WASHINGTON SQUARE W,1925
69 WEST WASHINGTON PLCE,1900
71 WEST WASHINGTON PLCE,1900
73 WEST WASHINGTON PLCE,1900
75 WEST WASHINGTON PLCE,1900
77 WEST WASHINGTON PLCE,1900
79 WEST WASHINGTON PLCE,1916
83 WEST WASHINGTON PLCE,1900
85 WEST WASHINGTON PLCE,1900
118 WAVERLY PLACE,1900
126 WAVERLY PLACE,1986
106 WAVERLY PLACE,1900
135 WEST 4 STREET,1860
88 WEST WASHINGTON PLCE,1966
133 WEST 4 STREET,1910
378 AVENUE OF THE AMER,1942
388 AVENUE OF THE AMER,1956
390 AVENUE OF THE AMER,1957
396 AVENUE OF THE AMER,1950
58 WEST 8 STREET,1900
56 WEST 8 STREET,1937
52 WEST 8 STREET,1929
48 WEST 8 STREET,1930
44 WEST 8 STREET,1957
40 WEST 8 STREET,1937
38 WEST 8 STREET,1937
177 MAC DOUGAL STREET,1900
175 MAC DOUGAL STREET,1900
107 WAVERLY PLACE,1940
109 WAVERLY PLACE,1900
111 WAVERLY PLACE,1900
113 WAVERLY PLACE,1900
115 WAVERLY PLACE,1900
117 WAVERLY PLACE,1900
119 WAVERLY PLACE,1900
121 WAVERLY PLACE,1900
123 WAVERLY PLACE,1917
103 WAVERLY PLACE,1910
171 MAC DOUGAL STREET,1900
756 BROADWAY,1906
10 3 AVENUE,2012
772 BROADWAY,1960
57 4 AVENUE,1988
59 4 AVENUE,1900
61 4 AVENUE,1910
63 4 AVENUE,1900
65 4 AVENUE,1900
71 4 AVENUE,1910
82 EAST 10 STREET,1900
84 EAST 10 STREET,1900
30 3 AVENUE,1965
109 EAST 9 STREET,1900
105 EAST 9 STREET,1900
86 EAST 10 STREET,1910
88 EAST 10 STREET,1900
90 EAST 10 STREET,1900
85 4 AVENUE,1959
112 EAST 11 STREET,1900
64 3 AVENUE,1900
62 3 AVENUE,1901
60 3 AVENUE,1901
58 3 AVENUE,1900
54 3 AVENUE,1901
50 3 AVENUE,1900
48 3 AVENUE,1900
93 PARK AVENUE SOUTH,1936
111 4 AVENUE,1921
120 EAST 12 STREET,2006
126 EAST 12 STREET,1900
84 3 AVENUE,2012
66 3 AVENUE,1900
119 EAST 11 STREET,1920
113 EAST 11 STREET,1900
130 EAST 12 STREET,1905
788 BROADWAY,1900
804 BROADWAY,1900
810 BROADWAY,1907
812 BROADWAY,1900
816 BROADWAY,1910
60 EAST 12 STREET,1962
70 EAST 12 STREET,1987
112 PARK AVENUE SOUTH,1900
102 PARK AVENUE SOUTH,1899
100 PARK AVENUE SOUTH,1899
80 4 AVENUE,1928
806 BROADWAY,1982
121 PARK AVENUE SOUTH,1920
125 PARK AVENUE SOUTH,1920
127 PARK AVENUE SOUTH,1930
106 EAST 13 STREET,1929
110 EAST 13 STREET,1900
120 EAST 13 STREET,1920
122 EAST 13 STREET,1900
134 EAST 13 STREET,1900
138 EAST 13 STREET,1899
140 EAST 13 STREET,1900
104 3 AVENUE,1900
102 3 AVENUE,1900
100 3 AVENUE,1930
98 3 AVENUE,1920
96 3 AVENUE,1900
88 3 AVENUE,1910
131 EAST 12 STREET,1989
126 EAST 13 STREET,1900
115 EAST 12 STREET,1900
113 EAST 12 STREET,1900
111 EAST 12 STREET,1900
109 EAST 12 STREET,1900
114 EAST 13 STREET,1985
115 4 AVENUE,1905
125 EAST 12 STREET,1988
124 EAST 13 STREET,1900
92 PARK AVENUE SOUTH,1964
106 EAST 14 STREET,1998
124 EAST 14 STREET,1993
126 EAST 14 STREET,1999
120 3 AVENUE,1900
118 3 AVENUE,1920
114 3 AVENUE,1964
106 3 AVENUE,1900
141 EAST 13 STREET,1900
139 EAST 13 STREET,1900
113 EAST 13 STREET,1994
143 EAST 13 STREET,1865
108 3 AVENUE,2006
137 EAST 37 STREET,1899
21 UNIVERSITY PLACE,1955
40 EAST 9 STREET,1959
60 EAST 9 STREET,1954
41 UNIVERSITY PLACE,1923
45 UNIVERSITY PLACE,1950
30 EAST 10 STREET,1909
32 EAST 10 STREET,1900
34 EAST 10 STREET,1903
38 EAST 10 STREET,1929
47 EAST 9 STREET,1964
35 EAST 9 STREET,1925
63 EAST 9 STREET,1955
28 EAST 10 STREET,1928
63 UNIVERSITY PLACE,1923
54 EAST 11 STREET,1902
58 EAST 11 STREET,1900
60 EAST 11 STREET,1930
64 EAST 11 STREET,1900
68 EAST 11 STREET,1930
797 BROADWAY,1940
795 BROADWAY,1927
793 BROADWAY,1930
791 BROADWAY,2010
787 BROADWAY,1929
53 EAST 10 STREET,1900
51 EAST 10 STREET,1900
49 EAST 10 STREET,1900
43 EAST 10 STREET,1900
39 EAST 10 STREET,1900
35 EAST 10 STREET,1900
25 EAST 10 STREET,1929
29 EAST 10 STREET,1900
56 EAST 11 STREET,1900
83 UNIVERSITY PLACE,1906
97 UNIVERSITY PLACE,1900
34 EAST 12 STREET,1955
36 EAST 12 STREET,1900
40 EAST 12 STREET,1900
817 BROADWAY,1900
815 BROADWAY,1930
813 BROADWAY,1930
809 BROADWAY,1930
801 BROADWAY,1930
63 EAST 11 STREET,1970
61 EAST 11 STREET,1903
57 EAST 11 STREET,1903
55 EAST 11 STREET,1908
53 EAST 11 STREET,1930
44 EAST 12 STREET,1985
42 EAST 12 STREET,1900
31 EAST 12 STREET,1929
107 UNIVERSITY PLACE,1940
113 UNIVERSITY PLACE,1940
52 EAST 13 STREET,1930
833 BROADWAY,1900
831 BROADWAY,1910
827 BROADWAY,1910
49 EAST 12 STREET,1910
821 BROADWAY,1907
39 EAST 12 STREET,1900
37 EAST 12 STREET,1900
35 EAST 12 STREET,1900
33 EAST 12 STREET,1920
826 BROADWAY,1903
832 BROADWAY,1896
836 BROADWAY,1913
840 BROADWAY,1901
132 4 AVENUE,1910
120 4 AVENUE,1963
835 BROADWAY,1910
56 EAST 13 STREET,2006
39 EAST 13 STREET,1900
119 UNIVERSITY PLACE,1950
38 EAST 14 STREET,1910
44 EAST 14 STREET,1971
849 BROADWAY,1900
842 BROADWAY,1996
842 BROADWAY,1996
9 5 AVENUE,1955
20 UNIVERSITY PLACE,1964
29 5 AVENUE,1920
33 5 AVENUE,1924
4 EAST 10 STREET,1900
6 EAST 10 STREET,1900
8 EAST 10 STREET,1900
10 EAST 10 STREET,1910
12 EAST 10 STREET,1910
14 EAST 10 STREET,1910
16 EAST 10 STREET,1910
18 EAST 10 STREET,1910
20 EAST 10 STREET,1900
22 EAST 10 STREET,1910
24 EAST 10 STREET,1901
40 UNIVERSITY PLACE,1926
23 EAST 9 STREET,1910
21 EAST 9 STREET,1938
19 EAST 9 STREET,1938
17 EAST 9 STREET,1938
15 EAST 9 STREET,1938
13 EAST 9 STREET,1900
11 EAST 9 STREET,1938
9 EAST 9 STREET,1938
7 EAST 9 STREET,1900
5 EAST 9 STREET,1938
3 EAST 9 STREET,1938
23 5 AVENUE,1921
35 5 AVENUE,1925
39 5 AVENUE,1922
41 5 AVENUE,1924
12 EAST 11 STREET,1900
14 EAST 11 STREET,1900
16 EAST 11 STREET,1900
20 EAST 11 STREET,1900
22 EAST 11 STREET,1899
24 EAST 11 STREET,1900
26 EAST 11 STREET,1900
28 EAST 11 STREET,1900
74 UNIVERSITY PLACE,1922
72 UNIVERSITY PLACE,1900
70 UNIVERSITY PLACE,1900
64 UNIVERSITY PLACE,1900
60 UNIVERSITY PLACE,1926
15 EAST 10 STREET,1910
11 EAST 10 STREET,1899
9 EAST 10 STREET,1900
7 EAST 10 STREET,1900
5 EAST 10 STREET,1915
3 EAST 10 STREET,1900
43 5 AVENUE,1905
45 5 AVENUE,1925
47 5 AVENUE,1948
49 5 AVENUE,1929
2 EAST 12 STREET,1900
4 EAST 12 STREET,1900
6 EAST 12 STREET,1900
22 EAST 12 STREET,1964
28 EAST 12 STREET,1900
94 UNIVERSITY PLACE,1900
92 UNIVERSITY PLACE,1940
88 UNIVERSITY PLACE,1906
86 UNIVERSITY PLACE,1900
84 UNIVERSITY PLACE,1900
80 UNIVERSITY PLACE,1930
29 EAST 11 STREET,1900
27 EAST 11 STREET,1900
25 EAST 11 STREET,1900
23 EAST 11 STREET,1900
21 EAST 11 STREET,1910
11 EAST 11 STREET,1900
12 EAST 12 STREET,1907
8 EAST 12 STREET,1908
16 EAST 12 STREET,1910
13 EAST 11 STREET,1903
82 UNIVERSITY PLACE,1910
57 5 AVENUE,1910
59 5 AVENUE,1938
61 5 AVENUE,2010
6 EAST 13 STREET,1900
12 EAST 13 STREET,1930
18 EAST 13 STREET,1900
20 EAST 13 STREET,1900
22 EAST 13 STREET,1920
24 EAST 13 STREET,1910
28 EAST 13 STREET,1899
30 EAST 13 STREET,1800
116 UNIVERSITY PLACE,1900
114 UNIVERSITY PLACE,1921
17 EAST 12 STREET,1929
15 EAST 12 STREET,1873
13 EAST 12 STREET,1900
11 EAST 12 STREET,1900
7 EAST 12 STREET,1947
55 5 AVENUE,1912
2 EAST 14 STREET,2011
18 EAST 14 STREET,1930
20 EAST 14 STREET,1910
28 EAST 14 STREET,1930
30 EAST 14 STREET,1910
34 EAST 14 STREET,1978
120 UNIVERSITY PLACE,1959
17 EAST 13 STREET,1910
15 EAST 13 STREET,1912
7 EAST 13 STREET,1928
22 EAST 14 STREET,1920
10 EAST 14 STREET,1930
126 UNIVERSITY PLACE,1950
8 UNION SQUARE SOUTH,2006
402 AVENUE OF THE AMER,1920
404 AVENUE OF THE AMER,1920
406 AVENUE OF THE AMER,1900
408 AVENUE OF THE AMER,1910
410 AVENUE OF THE AMER,1920
412 AVENUE OF THE AMER,1902
416 AVENUE OF THE AMER,1900
64 WEST 9 STREET,1900
62 WEST 9 STREET,1900
60 WEST 9 STREET,1900
58 WEST 9 STREET,1900
56 WEST 9 STREET,1900
54 WEST 9 STREET,1900
52 WEST 9 STREET,1980
38 WEST 9 STREET,1900
36 WEST 9 STREET,1900
34 WEST 9 STREET,1900
24 WEST 9 STREET,1923
22 WEST 9 STREET,1900
20 WEST 9 STREET,1900
18 WEST 9 STREET,1900
16 WEST 9 STREET,1920
14 WEST 9 STREET,1940
10 WEST 9 STREET,1800
8 WEST 9 STREET,1900
6 WEST 9 STREET,1920
20 5 AVENUE,1940
14 5 AVENUE,1910
12 5 AVENUE,1910
10 5 AVENUE,1930
3 WEST 8 STREET,1903
7 WEST 8 STREET,1900
9 WEST 8 STREET,1900
11 WEST 8 STREET,1920
17 WEST 8 STREET,1900
19 WEST 8 STREET,1920
21 WEST 8 STREET,1900
27 WEST 8 STREET,1930
29 WEST 8 STREET,1900
31 WEST 8 STREET,1900
33 WEST 8 STREET,1900
35 WEST 8 STREET,1910
39 WEST 8 STREET,1923
41 WEST 8 STREET,1900
43 WEST 8 STREET,1900
45 WEST 8 STREET,1920
49 WEST 8 STREET,1900
51 WEST 8 STREET,1900
53 WEST 8 STREET,1970
55 WEST 8 STREET,1900
57 WEST 8 STREET,1900
59 WEST 8 STREET,1910
12 WEST 9 STREET,1952
30 WEST 9 STREET,1900
432 AVENUE OF THE AMER,1920
434 AVENUE OF THE AMER,1915
68 WEST 10 STREET,1910
66 WEST 10 STREET,1910
64 WEST 10 STREET,1900
60 WEST 10 STREET,1910
58 WEST 10 STREET,1900
56 WEST 10 STREET,1899
54 WEST 10 STREET,1900
52 WEST 10 STREET,1899
50 WEST 10 STREET,1899
48 WEST 10 STREET,1899
42 WEST 10 STREET,1917
40 WEST 10 STREET,1899
38 WEST 10 STREET,1900
36 WEST 10 STREET,1900
34 WEST 10 STREET,1900
32 WEST 10 STREET,1900
30 WEST 10 STREET,1900
28 WEST 10 STREET,1900
26 WEST 10 STREET,1900
24 WEST 10 STREET,1901
20 WEST 10 STREET,1860
18 WEST 10 STREET,1899
16 WEST 10 STREET,1910
14 WEST 10 STREET,1900
10 WEST 10 STREET,1900
28 5 AVENUE,1923
24 5 AVENUE,1926
11 WEST 9 STREET,1900
13 WEST 9 STREET,1900
15 WEST 9 STREET,1900
17 WEST 9 STREET,1900
23 WEST 9 STREET,1870
25 WEST 9 STREET,1900
27 WEST 9 STREET,1900
29 WEST 9 STREET,1900
31 WEST 9 STREET,1900
33 WEST 9 STREET,1900
35 WEST 9 STREET,1926
43 WEST 9 STREET,1900
45 WEST 9 STREET,1900
47 WEST 9 STREET,1910
49 WEST 9 STREET,1970
51 WEST 9 STREET,1899
53 WEST 9 STREET,1899
55 WEST 9 STREET,1900
57 WEST 9 STREET,1899
61 WEST 9 STREET,1926
59 WEST 9 STREET,1900
422 AVENUE OF THE AMER,1959
12 WEST 10 STREET,1910
442 AVENUE OF THE AMER,1901
444 AVENUE OF THE AMER,1900
446 AVENUE OF THE AMER,1901
448 AVENUE OF THE AMER,1902
450 AVENUE OF THE AMER,1902
458 AVENUE OF THE AMER,1920
70 WEST 11 STREET,1900
68 WEST 11 STREET,1900
64 WEST 11 STREET,1900
60 WEST 11 STREET,1899
56 WEST 11 STREET,1912
54 WEST 11 STREET,1899
52 WEST 11 STREET,1899
50 WEST 11 STREET,1899
48 WEST 11 STREET,1899
46 WEST 11 STREET,1899
44 WEST 11 STREET,1899
42 WEST 11 STREET,1899
40 WEST 11 STREET,1899
38 WEST 11 STREET,1900
36 WEST 11 STREET,1900
34 WEST 11 STREET,1899
32 WEST 11 STREET,1899
30 WEST 11 STREET,1900
28 WEST 11 STREET,1900
26 WEST 11 STREET,1920
24 WEST 11 STREET,1920
22 WEST 11 STREET,1899
20 WEST 11 STREET,1800
18 WEST 11 STREET,1899
16 WEST 11 STREET,1900
14 WEST 11 STREET,1900
12 WEST 11 STREET,1920
40 5 AVENUE,1929
36 5 AVENUE,1900
7 WEST 10 STREET,1920
11 WEST 10 STREET,1900
15 WEST 10 STREET,1899
17 WEST 10 STREET,1900
19 WEST 10 STREET,1900
21 WEST 10 STREET,1900
23 WEST 10 STREET,1900
25 WEST 10 STREET,1900
27 WEST 10 STREET,1900
29 WEST 10 STREET,1900
31 WEST 10 STREET,1900
33 WEST 10 STREET,1900
35 WEST 10 STREET,1899
37 WEST 10 STREET,1900
39 WEST 10 STREET,1800
41 WEST 10 STREET,1900
43 WEST 10 STREET,1899
45 WEST 10 STREET,1957
57 WEST 10 STREET,1915
59 WEST 10 STREET,1900
69 WEST 10 STREET,1899
9 WEST 10 STREET,1890
462 AVENUE OF THE AMER,1910
466 AVENUE OF THE AMER,1900
472 AVENUE OF THE AMER,1957
82 WEST 12 STREET,1900
80 WEST 12 STREET,1899
78 WEST 12 STREET,1843
66 WEST 12 STREET,1931
64 WEST 12 STREET,1901
48 WEST 12 STREET,1931
44 WEST 12 STREET,1900
42 WEST 12 STREET,1900
40 WEST 12 STREET,1900
38 WEST 12 STREET,1901
36 WEST 12 STREET,1900
34 WEST 12 STREET,1900
30 WEST 12 STREET,1900
28 WEST 12 STREET,1900
24 WEST 12 STREET,1920
22 WEST 12 STREET,1900
20 WEST 12 STREET,1900
18 WEST 12 STREET,1899
16 WEST 12 STREET,1920
12 WEST 12 STREET,1958
11 WEST 11 STREET,1900
13 WEST 11 STREET,1923
21 WEST 11 STREET,1901
23 WEST 11 STREET,1901
25 WEST 11 STREET,1901
27 WEST 11 STREET,1900
35 WEST 11 STREET,1900
37 WEST 11 STREET,1901
39 WEST 11 STREET,1901
41 WEST 11 STREET,1901
43 WEST 11 STREET,1920
45 WEST 11 STREET,1846
49 WEST 11 STREET,1900
51 WEST 11 STREET,1900
55 WEST 11 STREET,1924
71 WEST 11 STREET,1900
73 WEST 11 STREET,1900
62 WEST 12 STREET,1901
60 WEST 12 STREET,1899
58 WEST 12 STREET,1920
56 WEST 12 STREET,1920
54 WEST 12 STREET,1920
52 WEST 12 STREET,1900
50 WEST 12 STREET,1900
53 WEST 11 STREET,1900
31 WEST 11 STREET,1912
486 AVENUE OF THE AMER,1960
496 AVENUE OF THE AMER,1900
498 AVENUE OF THE AMER,1900
500 AVENUE OF THE AMER,1920
502 AVENUE OF THE AMER,1920
504 AVENUE OF THE AMER,1920
54 WEST 13 STREET,2011
50 WEST 13 STREET,1901
42 WEST 13 STREET,1960
30 WEST 13 STREET,1900
37 WEST 12 STREET,1961
2 WEST 13 STREET,1913
68 5 AVENUE,1900
64 5 AVENUE,1920
60 5 AVENUE,1924
11 WEST 12 STREET,1910
13 WEST 12 STREET,1959
19 WEST 12 STREET,1910
21 WEST 12 STREET,1920
23 WEST 12 STREET,1900
29 WEST 12 STREET,1920
31 WEST 12 STREET,1900
35 WEST 12 STREET,1901
41 WEST 12 STREET,1901
45 WEST 12 STREET,1901
47 WEST 12 STREET,1920
49 WEST 12 STREET,1952
71 WEST 12 STREET,1922
43 WEST 12 STREET,1901
60 WEST 13 STREET,1966
59 WEST 12 STREET,1931
8 WEST 13 STREET,1910
36 WEST 13 STREET,1920
58 WEST 14 STREET,1906
56 WEST 14 STREET,1900
54 WEST 14 STREET,1900
52 WEST 14 STREET,1900
48 WEST 14 STREET,1910
46 WEST 14 STREET,1920
44 WEST 14 STREET,1900
34 WEST 14 STREET,1930
22 WEST 14 STREET,1960
18 WEST 14 STREET,1962
8 WEST 14 STREET,1946
6 WEST 14 STREET,1910
80 5 AVENUE,1908
78 5 AVENUE,1900
74 5 AVENUE,1910
43 WEST 13 STREET,1906
55 WEST 13 STREET,1900
72 5 AVENUE,1920
65 WEST 13 STREET,1906
3 WEST 13 STREET,1900
14 WEST 14 STREET,2008
250 HUDSON STREET,1929
38 DOMINICK STREET,1901
36 DOMINICK STREET,1901
34 DOMINICK STREET,1901
32 DOMINICK STREET,1910
119 VARICK STREET,1928
117 VARICK STREET,1870
111 VARICK STREET,1900
568 BROOME STREET,1910
572 BROOME STREET,1910
574 BROOME STREET,1915
576 BROOME STREET,1910
282 HUDSON STREET,1900
284 HUDSON STREET,1901
290 HUDSON STREET,1900
278 SPRING STREET,1912
131 VARICK STREET,1924
304 HUDSON STREET,1900
50 VANDAM STREET,1900
143 VARICK STREET,1910
137 VARICK STREET,1900
275 SPRING STREET,1900
330 HUDSON STREET,1910
66 CHARLTON STREET,2006
163 VARICK STREET,1925
157 VARICK STREET,1922
348 HUDSON STREET,1930
82 KING STREET,1925
183 VARICK STREET,1930
181 VARICK STREET,2010
171 VARICK STREET,1926
189 VARICK STREET,1928
16 CLARKSON STREET,1911
207 VARICK STREET,1926
410 HUDSON STREET,1930
66 LEROY STREET,1910
60 LEROY STREET,1941
20 7 AVENUE SOUTH,1920
15 7 AVENUE SOUTH,1900
21 7 AVENUE SOUTH,1956
42 LEROY STREET,1910
40 LEROY STREET,1910
41 BEDFORD STREET,1929
39 BEDFORD STREET,1910
51 CARMINE STREET,1900
63 CARMINE STREET,1900
65 CARMINE STREET,1910
67 CARMINE STREET,2006
2 7 AVENUE,1915
420 HUDSON STREET,1910
422 HUDSON STREET,1875
424 HUDSON STREET,1905
426 HUDSON STREET,1900
428 HUDSON STREET,1910
430 HUDSON STREET,1910
432 HUDSON STREET,1920
434 HUDSON STREET,1900
436 HUDSON STREET,1910
68 MORTON STREET,1901
66 MORTON STREET,1901
64 MORTON STREET,1900
